0,0.669458805444467,0.229311956133287,0.0830297452916202,0.0047718904916739,0.0040478675275296,0.00520328774487678,0.0020275550870696,0.00214889227947596
5,0.364348380593306,0.48883803790533,0.102909553176275,0.00841343197443768,0.00762696559841576,0.00940830221430996,0.0119268557775694,0.00652847276035646
10,0.196498560944884,0.583366011986691,0.154608617866537,0.0365433652227664,0.0138520386567558,0.00563344743839504,0.000138591600441248,0.00935936628352945
15,0.110644956491247,0.602685508165293,0.178699370232919,0.0670265534317471,0.0191943957986953,0.0125118795358737,0.00733695662356575,0.00190037972065906
20,0.0673067445207601,0.601206576341843,0.193519158301323,0.092632039021612,0.0260398403760446,0.0131227343194666,0.00376001685674542,0.00241289026220576
25,0.0374527200561164,0.538378687643443,0.22323923275678,0.124396367019451,0.0431718428994903,0.0189337010533141,0.00290516689326768,0.0115222816781365
30,0.0119717974880952,0.493399202467233,0.237134923320629,0.149026535600786,0.0392600802477064,0.045073021466012,0.0178499422767472,0.00628449713279066
35,0.00514397686614713,0.457242078686852,0.217713584091544,0.174401447669054,0.0582734592429202,0.0624138450189668,0.0245486426591312,0.000262965765384864
40,0.0136719510083236,0.410195312918237,0.214938269868481,0.174284014012082,0.0578504213847139,0.0757207220912798,0.0503683274172666,0.00297098129961608
45,0.0104666788002588,0.35743293555126,0.215166222540775,0.181237564033157,0.0776824227911308,0.0875904819475119,0.0609750139774208,0.00944868035848591
50,0.0109928798740266,0.316635333154429,0.200154449147512,0.200839125257296,0.075740466529852,0.124224771584414,0.0694242407143196,0.00198873373815103
55,0.0102128013495758,0.287241378942439,0.18086878928219,0.188315879531822,0.0906627867661494,0.143653000311688,0.0885668172045486,0.0104785466115875
60,0.00050568877793502,0.260098225300511,0.185298324419977,0.180215046986739,0.0954117236082572,0.17635556725148,0.101638850660206,0.000476572994894872
65,0.00573158395247781,0.220329717184629,0.159259147011521,0.189378531338909,0.0872626987472798,0.213369384723777,0.122307476778678,0.00236146026272815
70,0.00774814539479458,0.201011055762098,0.154316629303134,0.186226137940576,0.0918189903247172,0.224010314263852,0.132249101717616,0.00261962529321164
75,0.000236039800715606,0.172697091892661,0.132769102865683,0.183114134525617,0.0778317430275524,0.268579215588565,0.164048408423253,0.000724263875952927
80,0.000459239959214509,0.149903082658033,0.119874251683181,0.15525075362272,0.0968527713404967,0.292424489295334,0.180224911070527,0.00501050037049279
85,0.0111055008694677,0.137432147602641,0.111753107671192,0.154002926439288,0.0744709125757324,0.316220191798147,0.174187441486073,0.0208277715574597
90,0.00898214906014524,0.111430340244288,0.106160833316845,0.145153597167166,0.0725140686400845,0.348557288783001,0.197908681067722,0.00929304172074761
95,0.0106587098664125,0.0976428132229755,0.0844516762104652,0.12781614314809,0.083659365164799,0.365228249704123,0.221471063272891,0.00907197941024364
100,0.00547472043368349,0.103242332083819,0.0830892180576204,0.110752798745099,0.0592703544063839,0.398354413155349,0.223891006459775,0.01592515665827
105,0.00624530224850771,0.0777309057464223,0.0828234141402011,0.111622405927422,0.0733393741082076,0.39418702864766,0.239593469134646,0.0144581000469339
110,0.00813834539676359,0.0654151288117034,0.0691111108785224,0.112419454743117,0.0507369788739097,0.439655112902265,0.248887106169914,0.00563676222380553
115,0.00741448234679833,0.0643051978703931,0.0613505381591244,0.0892874598584283,0.0663350504633159,0.445217907415511,0.260384586253691,0.00570477763273792
120,0.0125059972687232,0.0518313879764774,0.0425331375490011,0.0860139539571465,0.0563818795152261,0.473288757458877,0.257240098403483,0.0202047878710649
125,0.000616787114505261,0.0450896476710364,0.0525579231698872,0.0744512153389162,0.0331560990005416,0.491733460160347,0.289342303698793,0.0130525638459731
130,0.00769608813985689,0.0557265384891545,0.0417566433036885,0.0808914660924713,0.0415166756923727,0.4805149010939,0.280965327993413,0.0109323591951435
135,0.00664273178774436,0.0460881283353183,0.0484992222036178,0.0576740400980669,0.028564042943177,0.509725595748762,0.288294481558704,0.0145117573246095
140,0.000778689980423179,0.0426200140896237,0.0247331759613267,0.0465499600794701,0.0400702234251826,0.534315207484238,0.299821298775959,0.0111114302037773
145,0.0105779517590316,0.0343048875114702,0.0271407506421663,0.0521082889496707,0.0253297381587207,0.518487634576876,0.304614338003591,0.0274364103984728
150,0.0081825803102232,0.0349696991857628,0.019375734441881,0.0521844398677304,0.0323015790729547,0.537879706826643,0.292250140967015,0.02285611932779
155,0.00763267358035721,0.0218274250742943,0.0143248905266448,0.052905908785796,0.0356178259600502,0.544847414176175,0.305076008502683,0.0177678533939999
160,0.00562257838827501,0.010829912759795,0.020589420945696,0.0274912913591211,0.0139547266420066,0.571519735872613,0.335550005634509,0.0144423283979844
165,0.00776260946685784,0.0280409254573818,0.0266364337639094,0.0370364373184068,0.0116006133046392,0.555247512971211,0.31527528250893,0.0184001852086637
170,0.0112683547847116,0.0161218487312269,0.0177820445154667,0.0367948647957742,0.0129294514858664,0.580747326006517,0.319420058866037,0.00493605081440073
175,0.00538285517363664,0.0229459120533807,0.00495878456629811,0.0147052670457037,0.0296206810255098,0.57755323034348,0.324659951158637,0.020173318633354
